"Year","Company.x","vineyard","Treatment","Rep","Cultivar","Treatment Age","LeafN","LeafP","LeafK","LeafCa","LeafMg","LeafS","LeafB","LeafCu","LeafFe","LeafMn","LeafZn","LeafNa","PetN","PetP","PetK","PetCa","PetMg","PetS","PetB","PetCu","PetFe","PetMn","PetZn","PetNa","TSS","pH","TA","ammoniaN","aaN","YAN","K","yield_kg_m","Yield 2","Yield/PW","ids","Company.y","Vineyard","farm_lat","farm_lon","gridNumber","dist","rain_01","rain_02","rain_03","rain_04","rain_05","rain_06","rain_07","rain_08","rain_09","rain_10","rain_11","rain_12","temperature_01","temperature_02","temperature_03","temperature_04","temperature_05","temperature_06","temperature_07","temperature_08","temperature_09","temperature_10","temperature_11","temperature_12","rain","temperature","rain_sqrd","temp_sqrd","tempgrow","tempaugsep","raingrow","rainaugsep","tempgrowing","tempsepoc","raingrowing","rainsepoct","trend"
2013,"Adelsheim",8070,"NoThin",2,"PN",1,1.75,0.15,1.37,1.71,0.27,0.15,22,5,167,229,64,0.01,0.455,0.15,2.99,1.35,0.78,0.07,23,8,61,429,100,0.02,20,3.42,5.8,31,86,112,1450,2.14829396325459,1.44357208,3.0945179584121,8070,"Adelsheim","RibbonSprings",45.370369,-123.0697,151786,1.1821701062524,1.00683872113305,1.80821430410392,2.00274194650833,1.88406663583592,4.02461292474501,1.14183333317439,0,0.59974193110341,7.06169992436965,0.974451623552839,2.88259998038411,1.21267741258376,2.05229034527175,5.7828571345391,8.19583874646454,10.6666333119075,13.6926612469458,16.5325500011444,19.9997096523162,20.1895806404852,17.1728332837423,11.0116129969397,7.09574996158481,1.3916613120105,2.2409151961116,15.6093687333544,5.0217009161639,243.652392253823,15.2228885530785,18.6812069621137,7.05051289375531,8.03615154792249,16.2162269705598,14.092223140341,7.65025482485872,8.03615154792249,1
2013,"Adelsheim",8070,"NoThin",3,"PN",1,1.92,0.15,1.01,1.65,0.4,0.16,20,7,171,336,37,0.01,0.472,0.16,1.63,1.33,1.18,0.11,22,5,56,939,84,0.02,20.9,3.38,5.7,37,91,121,1460,2.5262467191601,1.697542,3.97727272727273,8070,"Adelsheim","RibbonSprings",45.370369,-123.0697,151786,1.1821701062524,1.00683872113305,1.80821430410392,2.00274194650833,1.88406663583592,4.02461292474501,1.14183333317439,0,0.59974193110341,7.06169992436965,0.974451623552839,2.88259998038411,1.21267741258376,2.05229034527175,5.7828571345391,8.19583874646454,10.6666333119075,13.6926612469458,16.5325500011444,19.9997096523162,20.1895806404852,17.1728332837423,11.0116129969397,7.09574996158481,1.3916613120105,2.2409151961116,15.6093687333544,5.0217009161639,243.652392253823,15.2228885530785,18.6812069621137,7.05051289375531,8.03615154792249,16.2162269705598,14.092223140341,7.65025482485872,8.03615154792249,1
2013,"Airlie",6810,"1cls",1,"PN",1,1.88,0.21,0.94,2.78,0.53,0.22,47,8,126,250,19,0.02,0.582,0.18,1.43,1.68,0.79,0.13,29,9,70,382,40,0.04,21.3,3.43,6.2,42,113,148,1340,NA,NA,NA,6810,"Airlie","estate",44.726261,-123.348206,174260,2.3126060467222,2.6240322447472,3.14228573361678,2.81877419208327,2.61843328724305,2.59822580747066,1.04493332033356,0,0.264903225966038,7.14096655411025,1.4506128927873,3.49983329077562,2.69206451973127,2.16100003426113,5.02755356101053,7.19053229701615,9.8966667175293,12.8435322969191,15.735466726621,19.1629999837568,19.0831128243477,16.3925333579381,10.5263870613229,6.63255001964668,1.34488709667517,2.15972501255869,14.8058141383478,4.66441212987165,219.212132299301,14.4096664312065,17.7378230911429,6.26159241504727,8.59157944689755,15.3443557098348,13.4594602096305,6.52649564101331,8.59157944689755,1
2013,"Airlie",6810,"1cls",2,"PN",1,1.8,0.2,0.87,2.57,0.56,0.2,47,6,118,195,15,0.02,0.656,0.18,0.85,1.7,1.04,0.13,30,8,159,215,51,0.06,20.4,3.24,7.6,31,100,126,1280,NA,NA,NA,6810,"Airlie","estate",44.726261,-123.348206,174260,2.3126060467222,2.6240322447472,3.14228573361678,2.81877419208327,2.61843328724305,2.59822580747066,1.04493332033356,0,0.264903225966038,7.14096655411025,1.4506128927873,3.49983329077562,2.69206451973127,2.16100003426113,5.02755356101053,7.19053229701615,9.8966667175293,12.8435322969191,15.735466726621,19.1629999837568,19.0831128243477,16.3925333579381,10.5263870613229,6.63255001964668,1.34488709667517,2.15972501255869,14.8058141383478,4.66441212987165,219.212132299301,14.4096664312065,17.7378230911429,6.26159241504727,8.59157944689755,15.3443557098348,13.4594602096305,6.52649564101331,8.59157944689755,1
2013,"Airlie",6810,"1cls",3,"PN",1,1.75,0.17,0.74,2.48,0.51,0.18,50,6,110,159,13,0.01,0.565,0.14,0.92,1.74,0.84,0.13,31,13,141,167,35,0.05,20.2,3.26,7.3,33,102,129,1310,NA,NA,NA,6810,"Airlie","estate",44.726261,-123.348206,174260,2.3126060467222,2.6240322447472,3.14228573361678,2.81877419208327,2.61843328724305,2.59822580747066,1.04493332033356,0,0.264903225966038,7.14096655411025,1.4506128927873,3.49983329077562,2.69206451973127,2.16100003426113,5.02755356101053,7.19053229701615,9.8966667175293,12.8435322969191,15.735466726621,19.1629999837568,19.0831128243477,16.3925333579381,10.5263870613229,6.63255001964668,1.34488709667517,2.15972501255869,14.8058141383478,4.66441212987165,219.212132299301,14.4096664312065,17.7378230911429,6.26159241504727,8.59157944689755,15.3443557098348,13.4594602096305,6.52649564101331,8.59157944689755,1
2013,"Airlie",6810,"NoThin",1,"PN",1,1.74,0.18,0.82,2.93,0.52,0.19,41,7,117,226,15,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,3.45,5.9,46,114,152,1460,NA,NA,NA,6810,"Airlie","estate",44.726261,-123.348206,174260,2.3126060467222,2.6240322447472,3.14228573361678,2.81877419208327,2.61843328724305,2.59822580747066,1.04493332033356,0,0.264903225966038,7.14096655411025,1.4506128927873,3.49983329077562,2.69206451973127,2.16100003426113,5.02755356101053,7.19053229701615,9.8966667175293,12.8435322969191,15.735466726621,19.1629999837568,19.0831128243477,16.3925333579381,10.5263870613229,6.63255001964668,1.34488709667517,2.15972501255869,14.8058141383478,4.66441212987165,219.212132299301,14.4096664312065,17.7378230911429,6.26159241504727,8.59157944689755,15.3443557098348,13.4594602096305,6.52649564101331,8.59157944689755,1
2013,"Airlie",6810,"NoThin",2,"PN",1,1.78,0.22,0.84,2.82,0.63,0.24,73,9,163,233,15,0.03,0.584,0.23,1.01,1.83,1.1,0.19,39,14,213,344,31,0.07,20.8,3.27,6.9,39,104,136,1290,NA,NA,NA,6810,"Airlie","estate",44.726261,-123.348206,174260,2.3126060467222,2.6240322447472,3.14228573361678,2.81877419208327,2.61843328724305,2.59822580747066,1.04493332033356,0,0.264903225966038,7.14096655411025,1.4506128927873,3.49983329077562,2.69206451973127,2.16100003426113,5.02755356101053,7.19053229701615,9.8966667175293,12.8435322969191,15.735466726621,19.1629999837568,19.0831128243477,16.3925333579381,10.5263870613229,6.63255001964668,1.34488709667517,2.15972501255869,14.8058141383478,4.66441212987165,219.212132299301,14.4096664312065,17.7378230911429,6.26159241504727,8.59157944689755,15.3443557098348,13.4594602096305,6.52649564101331,8.59157944689755,1
2013,"Airlie",6810,"NoThin",3,"PN",1,1.84,0.21,0.86,3.14,0.58,0.21,79,8,157,245,19,0.02,0.49,0.29,3.38,1.44,0.4,0.14,24,5,59,908,61,0.02,21.1,3.32,7,47,103,142,1450,NA,NA,NA,6810,"Airlie","estate",44.726261,-123.348206,174260,2.3126060467222,2.6240322447472,3.14228573361678,2.81877419208327,2.61843328724305,2.59822580747066,1.04493332033356,0,0.264903225966038,7.14096655411025,1.4506128927873,3.49983329077562,2.69206451973127,2.16100003426113,5.02755356101053,7.19053229701615,9.8966667175293,12.8435322969191,15.735466726621,19.1629999837568,19.0831128243477,16.3925333579381,10.5263870613229,6.63255001964668,1.34488709667517,2.15972501255869,14.8058141383478,4.66441212987165,219.212132299301,14.4096664312065,17.7378230911429,6.26159241504727,8.59157944689755,15.3443557098348,13.4594602096305,6.52649564101331,8.59157944689755,1
2013,"Roserock",5234,"1cls",1,"PN",2,2.39,0.16,1.09,2.13,0.37,0.23,26,6,119,317,50,0.01,0.562,0.08,1.04,1.49,0.87,0.12,24,5,58,582,50,0.02,20.7,3.35,6.9,96,134,213,1320,0.826211510146598,0.555182804878049,1.475,5234,"Roserock","Roserock",44.979811,-123.114319,164430,2.39540408532683,1.66164516056738,1.80017856402057,2.04287093637451,2.17659999728203,3.24635483154787,1.39233333071073,0,0.613741923724451,6.63643337662021,1.36767743479821,2.92923331588196,1.47883869178833,2.10850001583176,5.84787499957851,8.06956450288154,10.6110500494639,13.6182418254114,16.5364833434423,20.0403065220002,20.1270806097215,16.9692333698273,10.7600483815036,7.05831664055586,1.49056454826026,2.20473441352621,15.5232063001957,4.86085383418678,240.969933838437,15.2015204350795,18.5481569897744,6.81528815954062,8.00411081141842,16.1866324700079,13.8646408756654,7.42903008326507,8.00411081141842,1
2013,"Roserock",5234,"1cls",2,"PN",2,2.18,0.17,1.06,2.3,0.34,0.22,33,6,162,373,59,0.01,0.496,0.14,1.19,1.69,0.79,0.12,28,4,67,965,52,0.03,20,3.34,6.7,78,110,174,1460,0.961246078996223,0.645920914634146,3.05079365079365,5234,"Roserock","Roserock",44.979811,-123.114319,164430,2.39540408532683,1.66164516056738,1.80017856402057,2.04287093637451,2.17659999728203,3.24635483154787,1.39233333071073,0,0.613741923724451,6.63643337662021,1.36767743479821,2.92923331588196,1.47883869178833,2.10850001583176,5.84787499957851,8.06956450288154,10.6110500494639,13.6182418254114,16.5364833434423,20.0403065220002,20.1270806097215,16.9692333698273,10.7600483815036,7.05831664055586,1.49056454826026,2.20473441352621,15.5232063001957,4.86085383418678,240.969933838437,15.2015204350795,18.5481569897744,6.81528815954062,8.00411081141842,16.1866324700079,13.8646408756654,7.42903008326507,8.00411081141842,1
2013,"Roserock",5234,"1cls",3,"PN",2,2,0.15,1.19,2.21,0.38,0.22,30,5,140,415,49,0.01,0.553,0.08,1.4,1.65,0.67,0.12,27,4,55,804,50,0.02,20.5,3.43,6.4,67,136,191,1550,0.963246591127329,0.647265182926829,2.17873303167421,5234,"Roserock","Roserock",44.979811,-123.114319,164430,2.39540408532683,1.66164516056738,1.80017856402057,2.04287093637451,2.17659999728203,3.24635483154787,1.39233333071073,0,0.613741923724451,6.63643337662021,1.36767743479821,2.92923331588196,1.47883869178833,2.10850001583176,5.84787499957851,8.06956450288154,10.6110500494639,13.6182418254114,16.5364833434423,20.0403065220002,20.1270806097215,16.9692333698273,10.7600483815036,7.05831664055586,1.49056454826026,2.20473441352621,15.5232063001957,4.86085383418678,240.969933838437,15.2015204350795,18.5481569897744,6.81528815954062,8.00411081141842,16.1866324700079,13.8646408756654,7.42903008326507,8.00411081141842,1
2013,"Roserock",5234,"2cls",1,"PN",2,2.04,0.15,1.24,2.49,0.38,0.25,27,5,95,350,70,0.01,0.492,0.12,1.39,1.81,0.88,0.14,27,6,67,649,56,0.03,20.3,3.24,7.2,56,87,133,1270,1.58440560783561,1.06466048780488,3.80769230769231,5234,"Roserock","Roserock",44.979811,-123.114319,164430,2.39540408532683,1.66164516056738,1.80017856402057,2.04287093637451,2.17659999728203,3.24635483154787,1.39233333071073,0,0.613741923724451,6.63643337662021,1.36767743479821,2.92923331588196,1.47883869178833,2.10850001583176,5.84787499957851,8.06956450288154,10.6110500494639,13.6182418254114,16.5364833434423,20.0403065220002,20.1270806097215,16.9692333698273,10.7600483815036,7.05831664055586,1.49056454826026,2.20473441352621,15.5232063001957,4.86085383418678,240.969933838437,15.2015204350795,18.5481569897744,6.81528815954062,8.00411081141842,16.1866324700079,13.8646408756654,7.42903008326507,8.00411081141842,1
2013,"Roserock",5234,"2cls",2,"PN",2,1.8,0.15,1.05,2.4,0.35,0.25,33,5,135,345,88,0.01,0.482,0.13,0.87,1.82,0.79,0.14,28,5,70,726,46,0.03,20.8,3.22,7.4,54,88,132,1270,1.39735772357724,0.938971402439025,3.39902676399027,5234,"Roserock","Roserock",44.979811,-123.114319,164430,2.39540408532683,1.66164516056738,1.80017856402057,2.04287093637451,2.17659999728203,3.24635483154787,1.39233333071073,0,0.613741923724451,6.63643337662021,1.36767743479821,2.92923331588196,1.47883869178833,2.10850001583176,5.84787499957851,8.06956450288154,10.6110500494639,13.6182418254114,16.5364833434423,20.0403065220002,20.1270806097215,16.9692333698273,10.7600483815036,7.05831664055586,1.49056454826026,2.20473441352621,15.5232063001957,4.86085383418678,240.969933838437,15.2015204350795,18.5481569897744,6.81528815954062,8.00411081141842,16.1866324700079,13.8646408756654,7.42903008326507,8.00411081141842,1
2013,"Roserock",5234,"2cls",3,"PN",2,1.87,0.14,1.27,2.16,0.2,0.22,31,4,108,348,75,0.01,0.441,0.1,1.34,1.73,0.47,0.13,25,9,59,901,52,0.03,21.2,3.4,6.2,37,86,116,1500,1.34334389603739,0.902676158536585,4.9014598540146,5234,"Roserock","Roserock",44.979811,-123.114319,164430,2.39540408532683,1.66164516056738,1.80017856402057,2.04287093637451,2.17659999728203,3.24635483154787,1.39233333071073,0,0.613741923724451,6.63643337662021,1.36767743479821,2.92923331588196,1.47883869178833,2.10850001583176,5.84787499957851,8.06956450288154,10.6110500494639,13.6182418254114,16.5364833434423,20.0403065220002,20.1270806097215,16.9692333698273,10.7600483815036,7.05831664055586,1.49056454826026,2.20473441352621,15.5232063001957,4.86085383418678,240.969933838437,15.2015204350795,18.5481569897744,6.81528815954062,8.00411081141842,16.1866324700079,13.8646408756654,7.42903008326507,8.00411081141842,1
2013,"BH",3280,"1cls",1,"PN",3,2.02,0.2,1.28,2.44,0.28,0.24,21,8,165,420,31,0.01,0.463,0.25,1.7,1.67,0.63,0.11,22,4,53,765,85,0.02,21.6,3.31,7.1,67,147,202,1450,0.869422572178478,0.584219,1.48876404494382,3280,"BethelHeights","Justice",45.033967,-123.149389,163024,1.60400437712557,1.55070963694203,1.86189283417272,2.04448390794137,2.19930001937707,3.33387096754966,1.31236665248871,0,0.520161300657257,6.58919997960329,1.266999989748,3.03950001895428,1.53280642436397,1.98480644804095,5.78423213067332,7.98466134762331,10.5479666968187,13.5110000295024,16.4016333341599,19.9397580239081,20.0408065242152,17.0294333855311,10.8150322754537,7.01646667638173,1.42537098167644,2.17455698706057,15.4693757527984,4.72869808997394,239.301586181268,15.1000895210972,18.5351199548732,6.84553763941544,7.85619996935129,16.0882329217208,13.9222328304924,7.3656989400727,7.85619996935129,1
2013,"BH",3280,"1cls",2,"PN",3,2.12,0.15,1.68,2.31,0.31,0.25,18,7,135,417,23,0.01,0.518,0.1,3.04,1.41,0.49,0.11,20,5,54,754,81,0.02,21.5,3.37,6.8,112,188,280,1540,0.729440069991251,0.490156066666667,1.11538461538462,3280,"BethelHeights","Justice",45.033967,-123.149389,163024,1.60400437712557,1.55070963694203,1.86189283417272,2.04448390794137,2.19930001937707,3.33387096754966,1.31236665248871,0,0.520161300657257,6.58919997960329,1.266999989748,3.03950001895428,1.53280642436397,1.98480644804095,5.78423213067332,7.98466134762331,10.5479666968187,13.5110000295024,16.4016333341599,19.9397580239081,20.0408065242152,17.0294333855311,10.8150322754537,7.01646667638173,1.42537098167644,2.17455698706057,15.4693757527984,4.72869808997394,239.301586181268,15.1000895210972,18.5351199548732,6.84553763941544,7.85619996935129,16.0882329217208,13.9222328304924,7.3656989400727,7.85619996935129,1
2013,"BH",3280,"1cls",3,"PN",3,1.92,0.2,1.83,2.09,0.21,0.24,24,9,133,466,17,0.01,0.458,0.3,3.52,1.46,0.41,0.14,23,5,61,950,61,0.02,20.9,3.28,7.5,59,112,161,1630,0.924103237095363,0.620962333333333,2.07616707616708,3280,"BethelHeights","Justice",45.033967,-123.149389,163024,1.60400437712557,1.55070963694203,1.86189283417272,2.04448390794137,2.19930001937707,3.33387096754966,1.31236665248871,0,0.520161300657257,6.58919997960329,1.266999989748,3.03950001895428,1.53280642436397,1.98480644804095,5.78423213067332,7.98466134762331,10.5479666968187,13.5110000295024,16.4016333341599,19.9397580239081,20.0408065242152,17.0294333855311,10.8150322754537,7.01646667638173,1.42537098167644,2.17455698706057,15.4693757527984,4.72869808997394,239.301586181268,15.1000895210972,18.5351199548732,6.84553763941544,7.85619996935129,16.0882329217208,13.9222328304924,7.3656989400727,7.85619996935129,1
2013,"BH",3280,"NoThin",1,"PN",3,2.02,0.22,1.51,2.12,0.21,0.25,19,9,172,380,22,0.01,0.492,0.29,2.99,1.65,0.55,0.14,23,5,48,625,88,0.02,21.8,3.4,6.9,87,176,248,1560,1.1340769903762,0.762056733333333,1.54776119402985,3280,"BethelHeights","Justice",45.033967,-123.149389,163024,1.60400437712557,1.55070963694203,1.86189283417272,2.04448390794137,2.19930001937707,3.33387096754966,1.31236665248871,0,0.520161300657257,6.58919997960329,1.266999989748,3.03950001895428,1.53280642436397,1.98480644804095,5.78423213067332,7.98466134762331,10.5479666968187,13.5110000295024,16.4016333341599,19.9397580239081,20.0408065242152,17.0294333855311,10.8150322754537,7.01646667638173,1.42537098167644,2.17455698706057,15.4693757527984,4.72869808997394,239.301586181268,15.1000895210972,18.5351199548732,6.84553763941544,7.85619996935129,16.0882329217208,13.9222328304924,7.3656989400727,7.85619996935129,1
